82945,"",Glucose other fluid,310
82946,"",Glucagon tolerance test,"310, 330"
82947,"","Assay, glucose, blood quant",310
82948,"",Reagent strip/blood glucose,310
82950,"",Glucose test,310
82951,"",Glucose tolerance test (GTT),310
82952,"",GTT-added samples,310
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
82960,"",Test for G6PD enzyme,310
82963,"",Assay of glucosidase,310
82965,"",Assay of gdh enzyme,310
82977,"",Assay of GGT,310
82978,"",Assay of glutathione,310
82979,"","Assay, rbc glutathione",310
82985,"",Assay of glycated protein,310
83001,"",Assay of gonadotropin (FSH),330
83002,"",Assay of gonadotropin (LH),330
83003,"","Assay, growth hormone (hgh)",330
83006,"",Growth stimulation gene 2,"220, 310"
83009,"","H pylori (c-13), blood",110
83010,"","Assay of haptoglobin, quant",310
83012,"",Assay of haptoglobins,310
83015,"",Heavy metal screen,340
83018,"","Quantitative screen, metals",340
83020,"",Hemoglobin electrophoresis,"310, 400"
83020,26,Hemoglobin electrophoresis,"310, 400"
83021,"",Hemoglobin chromotography,"310, 400"
83030,"","Fetal hemoglobin, chemical","310, 400"
83033,"","Fetal hemoglobin assay, qual","310, 400"
83036,"",Glycosylated hemoglobin test,"310, 400"
83045,"",Blood methemoglobin test,"310, 400"
83050,"",Blood methemoglobin assay,"310, 400"
83051,"",Assay of plasma hemoglobin,"310, 400"
83060,"",Blood sulfhemoglobin assay,"310, 400"
83065,"",Assay of hemoglobin heat,"310, 400"
83068,"",Hemoglobin stability screen,"310, 400"
83069,"",Assay of urine hemoglobin,320
83070,"","Assay of hemosiderin, qual","320, 400"
83080,"",Assay of b hexosaminidase,310
83088,"",Assay of histamine,340
83090,"",Assay of homocystine,310
83150,"",Assay of homovanillic acid,330
83491,"",Assay of corticosteroids 17,330
83497,"",Assay of 5-hiaa,330
83498,"",Assay of progesterone 17-d,330
83499,"",Assay of progesterone 20-,330
83500,"","Assay, free hydroxyproline","310, 330"
83505,"","Assay, total hydroxyproline","310, 330"
83516,"","Immunoassay, nonantibody","310, 330, 340"
83518,"","Immunoassay, dipstick","310, 330, 340"
83519,"",Ria nonantibody,"220, 310, 330, 340"
83520,"",Immunoassay quant nos nonab,"220, 310, 330, 340"
83525,"",Assay of insulin,330
83527,"",Assay of insulin,330
83528,"",Assay of intrinsic factor,310
83540,"",Assay of iron,310
83550,"",Iron binding test,310
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
83582,"",Assay of ketogenic steroids,330
83586,"",Assay 17- ketosteroids,330
83593,"","Fractionation, ketosteroids",330
83605,"",Assay of lactic acid,310
83615,"",Lactate (LD) (LDH) enzyme,310
83625,"",Assay of ldh enzymes,310
83630,"","Lactoferrin, fecal (qual)",310
83631,"","Lactoferrin, fecal (quant)",310
83632,"",Placental lactogen,330
83633,"",Test urine for lactose,310
83655,"",Assay of lead,340
83661,"","L/s ratio, fetal lung",310
83662,"","Foam stability, fetal lung",310
83663,"","Fluoro polarize, fetal lung",310
83664,"","Lamellar bdy, fetal lung",310
83670,"",Assay of lap enzyme,310
83690,"",Assay of lipase,310
83695,"",Lipoprotein (a),310
83698,"",Assay lipoprotein pla2,310
83700,"","Lipopro bld, electrphoretic",310
83701,"","Lipoprotein bld, hr fraction",310
83704,"","Lipoprotein bld, by nmr",310
83718,"",Assay of lipoprotein,310
83719,"",Assay of blood lipoprotein,310
83721,"",Assay of blood lipoprotein,310
83727,"",Assay of lrh hormone,330
83735,"",Assay of magnesium,310
83775,"",Assay of md enzyme,310
83785,"",Assay of manganese,310
83788,"",Mass spectrometry qual - Discountinued 12/31/2015,"310, 330, 340"
83789,"",Mass spectrometry qual/quant,"310, 330, 340"
83825,"",Assay of mercury,340
83835,"",Assay of metanephrines,330
83857,"",Assay of methemalbumin,310
83861,"",Microfluid analy tears,310
83864,"",Mucopolysaccharides,310
83872,"",Assay synovial fluid mucin,310
83873,"",Assay of csf protein,310
83874,"",Assay of myoglobin,310
83876,"",Myeloperoxidase,310
83880,"",Natriuretic peptide,310
83883,"","Assay, nephelometry not spec","220, 310"
83885,"",Assay of nickel,340
83915,"",Assay of nucleotidase,310
83916,"",Oligoclonal bands,"220, 310"
83918,"","Organic acids, total, quant",340
83919,"","Organic acids, qual, each","310, 340"
83921,"","Organic acid, single, quant",340
83930,"",Assay of blood osmolality,310
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
83937,"",Assay of osteocalcin,310
83945,"",Assay of oxalate,310
83950,"","Oncoprotein, her-2/neu",310
83951,"","Oncoprotein, dcp",310
83970,"",Assay of parathormone,330
83986,"",Assay of ph body fluid nos,310
83992,"",Assay for phencyclidine,340
83993,"","Calprotectin, fecal",310
84030,"",Assay of blood pku,310
84035,"",Assay of phenylketones,310
84060,"",Assay acid phosphatase,310
84066,"",Assay prostate phosphatase,310
84075,"",Assay alkaline phosphatase,310
84078,"",Assay alkaline phosphatase,310
84080,"",Assay alkaline phosphatases,310
84081,"",Assay phosphatidylglycerol,310
84085,"",Assay of rbc pg6d enzyme,310
84087,"",Assay phosphohexose enzymes,310
84100,"",Assay of phosphorus,310
84105,"",Assay of urine phosphorus,310
84106,"",Test for porphobilinogen,310
84110,"",Assay of porphobilinogen,310
84112,"",Eval amniotic fluid protein,310
84119,"",Test urine for porphyrins,310
84120,"",Assay of urine porphyrins,310
84126,"",Assay of feces porphyrins,310
84132,"",Assay of serum potassium,310
84133,"",Assay of urine potassium,310
84134,"",Assay of prealbumin,310
84135,"",Assay of pregnanediol,330
84138,"",Assay of pregnanetriol,330
84140,"",Assay of pregnenolone,330
84143,"",Assay of 17-hydroxypregneno,330
84144,"",Assay of progesterone,330
84145,"",Procalcitonin (pct),330
84146,"",Assay of prolactin,330
84150,"",Assay of prostaglandin,310
84152,"","Assay of psa, complexed",310
84153,"","Assay of psa, total",310
84154,"","Assay of psa, free",310
84155,"","Assay of protein, serum",310
84156,"","Assay of protein, urine",310
84157,"","Assay of protein, other",310
84160,"","Assay of protein, any source",310
84163,"","Pappa, serum",310
84165,"","Protein electrophoresis, serum",310
84165,26,"Protein electrophoresis, serum",310
84166,"","Protein electrophoresis, urine/csf",310
84166,26,"Protein electrophoresis, urine, csf",310
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
84181,26,Western blot test,220
84182,"","Protein, western blot test",220
84182,26,"Protein, western blot test",220
84202,"",Assay RBC protoporphyrin,310
84203,"",Test RBC protoporphyrin,310
84206,"",Assay of proinsulin,330
84207,"",Assay of vitamin b-6,310
84210,"",Assay of pyruvate,310
84220,"",Assay of pyruvate kinase,310
84228,"",Assay of quinine,340
84233,"",Assay of estrogen,330
84234,"",Assay of progesterone,330
84235,"",Assay of endocrine hormone,330
84238,"","Assay, nonendocrine receptor","220, 330"
84244,"",Assay of renin,330
84252,"",Assay of vitamin b-2,310
84255,"",Assay of selenium,340
84260,"",Assay of serotonin,"310, 330"
84270,"",Assay of sex hormone globul,330
84275,"",Assay of sialic acid,310
84285,"",Assay of silica,340
84295,"",Assay of serum sodium,310
84300,"",Assay of urine sodium,310
84302,"",Assay of sweat sodium,310
84305,"",Assay of somatomedin,330
84307,"",Assay of somatostatin,330
84311,"",Spectrophotometry,"140, 220, 310, 400"
84315,"",Body fluid specific gravity,310
84375,"","Chromatogram assay, sugars",310
84376,"","Sugars, single, qual",310
84377,"","Sugars, multiple, qual",310
84378,"",Sugars single quant,310
84379,"",Sugars multiple quant,310
84392,"",Assay of urine sulfate,310
84402,"",Assay of testosterone,330
84403,"",Assay of total testosterone,330
84425,"",Assay of vitamin b-1,310
84430,"",Assay of thiocyanate,340
84431,"","Thromboxane, urine",310
84432,"",Assay of thyroglobulin,310
84436,"",Assay of total thyroxine,330
84437,"",Assay of neonatal thyroxine,330
84439,"",Assay of free thyroxine,330
84442,"",Assay of thyroid activity,330
84443,"",Assay thyroid stim hormone,330
84445,"",Assay of tsi globulin,330
84446,"",Assay of vitamin e,310
84449,"",Assay of transcortin,310
84450,"",Transferase (AST) (SGOT),310
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
84466,"",Assay of transferrin,310
84478,"",Assay of triglycerides,310
84479,"",Assay of thyroid (t3 or t4),330
84480,"","Assay, triiodothyronine (t3)",330
84481,"",Free assay (FT-3),330
84482,"",T3 reverse,330
84484,"","Assay of troponin, quant",310
84485,"",Assay duodenal fluid trypsin,310
84488,"",Test feces for trypsin,310
84490,"",Assay of feces for trypsin,310
84510,"",Assay of tyrosine,310
84512,"","Assay of troponin, qual",310
84520,"",Assay of urea nitrogen,310
84525,"",Urea nitrogen semi-quant,310
84540,"",Assay of urine/urea-n,310
84545,"",Urea-N clearance test,310
84550,"",Assay of blood/uric acid,310
84560,"",Assay of urine/uric acid,310
84577,"",Assay of feces/urobilinogen,310
84578,"",Test urine urobilinogen,320
84580,"",Assay of urine urobilinogen,310
84583,"",Assay of urine urobilinogen,320
84585,"",Assay of urine vma,330
84586,"",Assay of vip,330
84588,"",Assay of vasopressin,330
84590,"",Assay of vitamin a,310
84591,"",Assay of nos vitamin,310
84597,"",Assay of vitamin k,310
84600,"",Assay of volatiles,340
84620,"",Xylose tolerance test,310
84630,"",Assay of zinc,310
84681,"",Assay of c-peptide,310
84702,"",Chorionic gonadotropin test,330
84703,"",Chorionic gonadotropin assay,330
84704,"","hCG, free beta chain test",330
84999,"",Clinical chemistry test,"310, 330, 340"
85002,"",Bleeding time test,400
85004,"",Automated diff WBC count,400
85007,"",BI smear w/diff WBC count,400
85008,"",BI smear w/o diff WBC count,400
85009,"",Manual diff WBC count b-coat,400
85014,"",Hematocrit,400
85018,"",Hemoglobin,400
85025,"",Complete CBC w/auto diff WBC,400
85027,"","Complete CBC, automated",400
85032,"","Manual cell count, each",400
85041,"",Automated RBC count,400
85044,"",Manual reticulocyte count,400
85045,"",Automated reticulocyte count,400
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
85048,"",Automated leukocyte count,400
85049,"",Automated platelet count,400
85055,"",Reticulated platelet assay,400
85060,"",Blood smear interpretation,"400, 610"
85097,"",Bone marrow interpretation,"400, 610"
85130,"",Chromogenic substrate assay,400
85170,"",Blood clot retraction,400
85175,"",Blood clot lysis time,400
85210,"",Clot factor II prothrom spec,400
85220,"",Blood clot factor V test,400
85230,"",Clot factor VII proconvertin,400
85240,"",Clot factor VIII ahg 1 stage,400
85244,"",Clot factor VIII reltd antgn,400
85245,"",Clot factor VIII  vw ristoctn,400
85246,"",Clot factor VIII vw antigen,400
85247,"",Clot factor VIII multimetric,400
85250,"",Clot factor IX ptc/chrstmas,400
85260,"",Clot factor X stuart-power,400
85270,"",clot factor XI pta,400
85280,"",Clot factor XII hagerman,400
85290,"",Clot factor XIII fibrin stab,400
85291,"",Clot factor XIII fibrin scrn,400
85292,"",Clot factor fletcher fact,400
85293,"",Clot factor wght kininogen,400
85300,"",Antithrombin III activity,400
85301,"",Antithrombin III antigen,400
85302,"",Clot inhib prot c antigen,400
85303,"",Clot inhib prot c activity,400
85305,"",Clot inhib prot s total,400
85306,"",Clot inhib prot s free,400
85307,"",Assay activated protein c,400
85335,"",Factor inhibitor test,400
85337,"",Thrombomodulin,400
85345,"",Coagulation time lee & white,400
85347,"",Coagulation time activated,400
85348,"",Coagulation time otr method,400
85360,"",Euglobulin lysis,400
85362,"",Fibrin degradation products,400
85366,"",Fibrinogen test,400
85370,"",Fibrinogen test,400
85378,"","Fibrin degrade, semiquant",400
85379,"","Fibrin degradation, quant",400
85380,"",Fibrin degradj d-dimer,400
85384,"",Fibrinogen activity,400
85385,"",Fibrinogen antigen,400
85390,"",Fibrinolysins screen,400
85390,26,Fibrinolysins screen,400
85396,"","Clotting assay, whole blood",400
85397,"",Clotting funct activity,400
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
85410,"",Fibrinolytic antiplasmin,400
85415,"",Fibrinolytic plasminogen,400
85420,"",Fibrinolytic plasminogen,400
85421,"",Fibrinolytic plasminogen,400
85441,"","Heinz bodies, direct",400
85445,"","Heinz bodies, induced",400
85460,"","Hemoglobin, fetal",400
85461,"","Hemoglobin, fetal","400, 510"
85475,"",Hemolysin acid,220
85520,"",Heparin assay,400
85525,"",Heparin neutralization,400
85530,"",Heparin-protamine tolerance,400
85536,"",Iron stain peripheral blood,400
85540,"",Wbc alkaline phosphatase,400
85547,"",RBC mechanical fragility,400
85549,"",Muramidase,310
85555,"",RBC osmotic fragility,400
85557,"",RBC osmotic fragility,400
85576,"",Blood platelet aggregation,400
85576,26,Blood platelet aggregation,400
85597,"",Phospholipid pltlt neutraliz,400
85598,"",Hexagnal phosph pltlt neutrl,"220, 400"
85610,"",Prothrombin time,400
85611,"",Prothrombin test,400
85612,"",Viper venom prothrombin time,400
85613,"","Russell viper venom, diluted",400
85635,"",Reptilase test,400
85652,"","Rbc sed rate, automated",400
85660,"",RBC sickle cell test,400
85670,"","Thrombin time, plasma",400
85675,"","Thrombin time, titer",400
85705,"",Thromboplastin inhibition,400
85730,"","Thromboplastin time, partial",400
85732,"","Thromboplastin time, partial",400
85810,"",Blood viscosity examination,"310, 400"
85999,"",Hematology procedure,400
86000,"",Agglutinins febrile antigen,220
86001,"",Allergen specific IgG,220
86003,"",Allergen specific IgE,220
86005,"",Allergen specific IgE,220
86021,"",WBC antibody identification,010
86022,"",Platelet antibodies,220
86023,"",Immunoglobulin assay,"220, 520, 530"
86038,"",Antinuclear antibodies,220
86039,"",Antinuclear antibodies (ANA),220
86060,"","Antistreptolysin o, titer",220
86063,"","Antistreptolysin o, screen",220
86140,"",C-reactive protein,220
86141,"","C-reactive protein, hs",220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86147,"",Cardiolipin antibody ea ig,"210, 220"
86148,"",Anti-phospholipid antibody,220
86152,"",Cell enumeration & id,"220, 400, 610"
86153,"",Cell enumeration phys interp,"220, 400, 610"
86153,26,Cell enumeration phys interp,"220, 400, 610"
86155,"",Chemotaxis assay,220
86156,"","Cold agglutinin, screen",220
86157,"","Cold agglutinin, titer",220
86160,"","Complement, antigen",220
86161,"",Complement/function activity,220
86162,"","Complement, total (CH50)",220
86171,"","Complement fixation, each",220
86185,"",Counterimmunoelectrophoresis,220
86200,"",CCP antibody,220
86215,"","Deoxyribonuclease, antibody",220
86225,"",DNA antibody native,220
86226,"","DNA antibody, single strand",220
86235,"",Nuclear antigen antibody,220
86243,"",Fc receptor,220
86255,"","Fluorescent antibody, screen",220
86255,26,"Fluorescent antibody, screen",220
86256,"","Fluorescent antibody, titer",220
86256,26,"Fluorescent antibody, titer",220
86277,"",Growth hormone antibody,220
86280,"",Hemagglutination inhibition,220
86294,"","Immunoassay, tumor, qual","220, 310"
86300,"","Immunoassay, tumor, ca 15-3","220, 310"
86301,"","Immunoassay, tumor, ca 19-9","220, 310"
86304,"","Immunoassay, tumor, ca 125","220, 310"
86305,"",Human epididymis protein 4,"210, 310"
86308,"",Heterophile antibodies screen,220
86309,"",Heterophile antibodies titer,220
86310,"",Heterophile antibodies absrbj,220
86316,"","Immunoassay, tumor other","220, 310"
86317,"","Immunoassay,infectious agent",220
86318,"","Immunoassay,infectious agent",220
86320,"",Serum immunoelectrophoresis,220
86320,26,Serum immunoelectrophoresis,220
86325,"",Other immunoelectrophoresis,220
86325,26,Other immunoelectrophoresis,220
86327,"",Immunoelectrophoresis assay,220
86327,26,Immunoelectrophoresis assay,220
86329,"",Immunodiffusion,220
86331,"",Immunodiffusion ouchterlony,220
86332,"",Immune complex assay,220
86334,"","Immunofixation e-phoresis, serum",220
86334,26,"Immunofixation e-phoresis, serum",220
86335,"",Immunofixation e-phoresis/urine/csf,220
86335,26,Immunofixation e-phoresis/urine/csf,220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86337,"",Insulin antibodies,220
86340,"",Intrinsic factor antibody,220
86341,"",Islet cell antibody,220
86343,"",Leukocyte histamine release,220
86344,"",Leukocyte phagocytosis,220
86352,"",Cell function assay w/stim,220
86353,"",Lymphocyte transformation,"010, 220"
86355,"","B cells, total count",220
86356,"",Mononuclear cell antigen,220
86357,"","Nk cells, total count",220
86359,"","T cells, total count",220
86360,"","T cell, absolute count/ratio",220
86361,"","T cell, absolute count",220
86367,"","Stem cells, total count",220
86376,"",Microsomal antibody,220
86378,"",Migration inhibitory factor,220
86382,"","Neutralization test, viral",220
86384,"",Nitroblue tetrazolium dye,220
86386,"",Nuclear matrix protein 22,"220, 310"
86403,"",Particle agglut antbdy scrn,220
86406,"",Particle agglut antbdy titr,220
86430,"",Rheumatoid factor test qual,220
86431,"","Rheumatoid factor, quant",220
86480,"","Tb test, cell immun measure",220
86481,"",Tb ag response t-cell susp,220
86590,"","Streptokinase, antibody",220
86592,"",Syphilis test non-trep qual,210
86593,"",Syphilis test non-trep quant,210
86602,"",Antinomyces antibody,220
86603,"",Adenovirus antibody,220
86606,"",Aspergillus antibody,220
86609,"",Bacterium antibody,220
86611,"",Bartonella antibody,220
86612,"",Blastomyces antibody,220
86615,"",Bordetella antibody,220
86617,"",Lyme disease antibody,220
86618,"",Lyme disease antibody,220
86619,"",Borrelia antibody,220
86622,"",Brucella antibody,220
86625,"",Campylobacter antibody,220
86628,"",Candida antibody,220
86631,"",Chlamydia antibody,220
86632,"",Chlamydia igm antibody,220
86635,"",Coccidioides antibody,220
86638,"",Q fever antibody,220
86641,"",Cryptococcus antibody,220
86644,"",CMV antibody,220
86645,"","CMV antibody, IgM",220
86648,"",Diphtheria antibody,220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86337,"",Insulin antibodies,220
86340,"",Intrinsic factor antibody,220
86341,"",Islet cell antibody,220
86343,"",Leukocyte histamine release,220
86344,"",Leukocyte phagocytosis,220
86352,"",Cell function assay w/stim,220
86353,"",Lymphocyte transformation,"010, 220"
86355,"","B cells, total count",220
86356,"",Mononuclear cell antigen,220
86357,"","Nk cells, total count",220
86359,"","T cells, total count",220
86360,"","T cell, absolute count/ratio",220
86361,"","T cell, absolute count",220
86367,"","Stem cells, total count",220
86376,"",Microsomal antibody,220
86378,"",Migration inhibitory factor,220
86382,"","Neutralization test, viral",220
86384,"",Nitroblue tetrazolium dye,220
86386,"",Nuclear matrix protein 22,"220, 310"
86403,"",Particle agglut antbdy scrn,220
86406,"",Particle agglut antbdy titr,220
86430,"",Rheumatoid factor test qual,220
86431,"","Rheumatoid factor, quant",220
86480,"","Tb test, cell immun measure",220
86481,"",Tb ag response t-cell susp,220
86590,"","Streptokinase, antibody",220
86592,"",Syphilis test non-trep qual,210
86593,"",Syphilis test non-trep quant,210
86602,"",Antinomyces antibody,220
86603,"",Adenovirus antibody,220
86606,"",Aspergillus antibody,220
86609,"",Bacterium antibody,220
86611,"",Bartonella antibody,220
86612,"",Blastomyces antibody,220
86615,"",Bordetella antibody,220
86617,"",Lyme disease antibody,220
86618,"",Lyme disease antibody,220
86619,"",Borrelia antibody,220
86622,"",Brucella antibody,220
86625,"",Campylobacter antibody,220
86628,"",Candida antibody,220
86631,"",Chlamydia antibody,220
86632,"",Chlamydia igm antibody,220
86635,"",Coccidioides antibody,220
86638,"",Q fever antibody,220
86641,"",Cryptococcus antibody,220
86644,"",CMV antibody,220
86645,"","CMV antibody, IgM",220
86648,"",Diphtheria antibody,220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86652,"",Encephalitis east eqne antbdy,220
86653,"",Encephalitis st louis antbdy,220
86654,"",Encephalitis west eqne antbdy,220
86658,"",Enterovirus antibody,220
86663,"",Epstein-barr antibody,220
86664,"",Epstein-barr nuclear antigen,220
86665,"",Epstein-barr capsid vca,220
86666,"",Ehrlichia antibody,220
86668,"",Francisella tularensis,220
86671,"",Fungus antibody,220
86674,"",Giardia lamblia antibody,220
86677,"",Helicobacter pylori,220
86682,"",Helminth antibody,220
86684,"",Hemophilus influenza,220
86687,"",Htlv-i antibody,220
86688,"",Htlv-ii antibody,220
86689,"",HTLV/HIV confirmatory test,220
86692,"","Hepatitis, delta agent",220
86694,"",Herpes simplex test,220
86695,"",Herpes simplex type 1 test,220
86696,"",Herpes simplex type 2 test,220
86698,"",Histoplasma antibody,220
86701,"",HIV-1 antibody,220
86702,"",HIV-2 antibody,220
86703,"","HIV-1/HIV-2, single assay",220
86704,"","Hep b core antibody, total",220
86705,"","Hep b core antibody, igm",220
86706,"",Hep b surface antibody,220
86707,"",Hep be antibody,220
86708,"","Hep a antibody, total",220
86709,"","Hep a antibody, igm",220
86710,"",Influenza virus antibody,220
86711,"",John cunningham antibody,220
86713,"",Legionella antibody,220
86717,"",Leishmania antibody,220
86720,"",Leptospira antibody,220
86723,"",Listeria monocytogenes ab,220
86727,"",Lymph choriomeningitis ab,220
86729,"",Lympho venereum antibody,220
86732,"",Mucormycosis antibody,220
86735,"",Mumps antibody,220
86738,"",Mycoplasma antibody,220
86741,"",Neisseria meningitidis,220
86744,"",Nocardia antibody,220
86747,"",Parvovirus antibody,220
86750,"",Malaria antibody,220
86753,"",Protozoa antibody nos,220
86756,"",Respiratory virus antibody,220
86757,"",Rickettsia antibody,220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86652,"",Encephalitis east eqne antbdy,220
86653,"",Encephalitis st louis antbdy,220
86654,"",Encephalitis west eqne antbdy,220
86658,"",Enterovirus antibody,220
86663,"",Epstein-barr antibody,220
86664,"",Epstein-barr nuclear antigen,220
86665,"",Epstein-barr capsid vca,220
86666,"",Ehrlichia antibody,220
86668,"",Francisella tularensis,220
86671,"",Fungus antibody,220
86674,"",Giardia lamblia antibody,220
86677,"",Helicobacter pylori,220
86682,"",Helminth antibody,220
86684,"",Hemophilus influenza,220
86687,"",Htlv-i antibody,220
86688,"",Htlv-ii antibody,220
86689,"",HTLV/HIV confirmatory test,220
86692,"","Hepatitis, delta agent",220
86694,"",Herpes simplex test,220
86695,"",Herpes simplex type 1 test,220
86696,"",Herpes simplex type 2 test,220
86698,"",Histoplasma antibody,220
86701,"",HIV-1 antibody,220
86702,"",HIV-2 antibody,220
86703,"","HIV-1/HIV-2, single assay",220
86704,"","Hep b core antibody, total",220
86705,"","Hep b core antibody, igm",220
86706,"",Hep b surface antibody,220
86707,"",Hep be antibody,220
86708,"","Hep a antibody, total",220
86709,"","Hep a antibody, igm",220
86710,"",Influenza virus antibody,220
86711,"",John cunningham antibody,220
86713,"",Legionella antibody,220
86717,"",Leishmania antibody,220
86720,"",Leptospira antibody,220
86723,"",Listeria monocytogenes ab,220
86727,"",Lymph choriomeningitis ab,220
86729,"",Lympho venereum antibody,220
86732,"",Mucormycosis antibody,220
86735,"",Mumps antibody,220
86738,"",Mycoplasma antibody,220
86741,"",Neisseria meningitidis,220
86744,"",Nocardia antibody,220
86747,"",Parvovirus antibody,220
86750,"",Malaria antibody,220
86753,"",Protozoa antibody nos,220
86756,"",Respiratory virus antibody,220
86757,"",Rickettsia antibody,220
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86762,"",Rubella antibody,220
86765,"",Rubeola antibody,220
86768,"",Salmonella antibody,220
86771,"",Shigella antibody,220
86774,"",Tetanus antibody,220
86777,"",Toxoplasma antibody,220
86778,"","Toxoplasma antibody, igm",220
86780,"",Treponema pallidum,210
86784,"",Trichinella antibody,220
86787,"",Varicella-zoster antibody,220
86788,"","West nile virus ab, igm",220
86789,"",West nile virus antibody,220
86790,"",Virus antibody nos,220
86793,"",Yersinia antibody,220
86800,"",Thyroglobulin antibody,220
86803,"",Hepatitis c ab test,220
86804,"","Hep c ab test, confirm",220
86805,"",Lymphocytotoxicity assay,010
86806,"",Lymphocytotoxicity assay,010
86807,"",Cytotoxic antibody screening,010
86808,"",Cytotoxic antibody screening,010
86812,"","HLA typing, A, B, or C",010
86813,"","HLA typing, A, B, or C",010
86816,"","HLA typing, DR/DQ",010
86817,"","HLA typing, DR/DQ",010
86821,"","Lymphocyte culture, mixed",010
86822,"","Lymphocyte culture, primed",010
86825,"","Hla x-match, non-cytotoxic",010
86826,"","Hla x-match, non-cyt add-on",010
86828,"",Hla class i&ii antibody qual,010
86829,"",Hla class i/ii antibody qual,010
86830,"",Hla class i phenotype qual,010
86831,"",Hla class ii phenotype qual,010
86832,"",Hla class i high defin qual,010
86833,"",Hla class ii high defin qual,010
86834,"",Hla class i semiquant panel,010
86835,"",Hla class ii semiquant panel,010
86849,"",Immunology procedure,220
86850,"",RBC antibody screen,"520, 530"
86860,"",RBC antibody elution,540
86870,"",RBC antibody identification,540
86880,"","Coombs test, direct","520, 530"
86885,"","Coombs test, indirect, qual","520, 530"
86886,"","Coombs test, indirect, titer","520, 530"
86890,"",Autologous blood process,"510, 530"
86900,"",Blood typing serologic ABO,510
86901,"",Blood typing serologic Rh (D),510
86902,"",Blood type antigen donor ea,550
86904,"","Blood typing, patient serum",550
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86762,"",Rubella antibody,220
86765,"",Rubeola antibody,220
86768,"",Salmonella antibody,220
86771,"",Shigella antibody,220
86774,"",Tetanus antibody,220
86777,"",Toxoplasma antibody,220
86778,"","Toxoplasma antibody, igm",220
86780,"",Treponema pallidum,210
86784,"",Trichinella antibody,220
86787,"",Varicella-zoster antibody,220
86788,"","West nile virus ab, igm",220
86789,"",West nile virus antibody,220
86790,"",Virus antibody nos,220
86793,"",Yersinia antibody,220
86800,"",Thyroglobulin antibody,220
86803,"",Hepatitis c ab test,220
86804,"","Hep c ab test, confirm",220
86805,"",Lymphocytotoxicity assay,010
86806,"",Lymphocytotoxicity assay,010
86807,"",Cytotoxic antibody screening,010
86808,"",Cytotoxic antibody screening,010
86812,"","HLA typing, A, B, or C",010
86813,"","HLA typing, A, B, or C",010
86816,"","HLA typing, DR/DQ",010
86817,"","HLA typing, DR/DQ",010
86821,"","Lymphocyte culture, mixed",010
86822,"","Lymphocyte culture, primed",010
86825,"","Hla x-match, non-cytotoxic",010
86826,"","Hla x-match, non-cyt add-on",010
86828,"",Hla class i&ii antibody qual,010
86829,"",Hla class i/ii antibody qual,010
86830,"",Hla class i phenotype qual,010
86831,"",Hla class ii phenotype qual,010
86832,"",Hla class i high defin qual,010
86833,"",Hla class ii high defin qual,010
86834,"",Hla class i semiquant panel,010
86835,"",Hla class ii semiquant panel,010
86849,"",Immunology procedure,220
86850,"",RBC antibody screen,"520, 530"
86860,"",RBC antibody elution,540
86870,"",RBC antibody identification,540
86880,"","Coombs test, direct","520, 530"
86885,"","Coombs test, indirect, qual","520, 530"
86886,"","Coombs test, indirect, titer","520, 530"
86890,"",Autologous blood process,"510, 530"
86900,"",Blood typing serologic ABO,510
86901,"",Blood typing serologic Rh (D),510
86902,"",Blood type antigen donor ea,550
86904,"","Blood typing, patient serum",550
HCPCS,MOD,DESCRIPTION,"LABORATORY CERTIFICATION (LC) CODE"
86906,"","Blood typing, Rh phenotype",510
86920,"","Compatibility test, spin",550
86921,"","Compatibility test, incubate",550
86922,"","Compatibility test, antiglob",550
86940,"","Hemolysins/agglutinins, auto",540
86941,"",Hemolysins/agglutinins,540
86970,"",RBC pretx incubatj w/chemicl,"520, 530, 540, 550"
86971,"",RBC pretx incubatj w/enzymes,"520, 530, 540, 550"
86972,"",RBC pretx incubatj w/density,"520, 530, 540, 550"
86975,"",RBC serum pretx incubj drugs,540
86976,"",RBC serum pretx id dilution,540
86977,"",RBC serum pretx incubj/inhib,540
86978,"",RBC pretreatment serum,540
87003,"",Small animal inoculation,"110, 140, 150"
87015,"",Specimen infect agnt conctj,"115, 130"
